date,FL152000005.Q,LM152010005.Q,LM155035005.Q,LM155035015.Q,LM165035005.Q,LM165015205.Q,LM165013765.Q,LM155111005.Q,FL154090005.Q,FL153020005.Q,FL153030005.Q,LM153030505.Q,FL153034005.Q,LM154022005.Q,LM153061105.Q,LM153061705.Q,LM153062005.Q,LM153063005.Q,FL154023005.Q,FL153069005.Q,FL153065005.Q,FL163066223.Q,LM153064105.Q,LM153081115.Q,LM153064205.Q,FL153040005.Q,FL153050005.Q,FL163070005.Q,FL153090005.Q,FL154190005.Q,FL163162003.Q,FL154123005.Q,FL153165105.Q,FL153166000.Q,FL153168005.Q,FL153169005.Q,FL163165505.Q,FL163170005.Q,FL543077073.Q,FL152090005.Q,FL893131573.Q,FL154023205.Q,LM154023223.Q,FL154023213.Q,LM155012605.Q,LM155012665.Q,LM165012665.Q,LM165013665.Q,FA156012005.Q,FL152090006.Q,FL155035065.Q,FL155035066.Q
1965:Q2,2982010,903703,675093,589142,85951,5055,1420,222135,2078307,82729,275058,388,0,70757,26678,618,33792,9669,91268,48788,42480,0,521171,468067,29291,103382,418760,0,17436,336463,0,329925,210329,92243,4292,15156,7905,3378,3160,2645547,ND,ND,ND,ND,455430,441667,13763,51081,504149,524.7550194175584,378813,64.2990993682338
1965:Q3,3066642,912541,681036,593543,87493,5170,1468,224867,2154101,88745,280622,371,0,72069,26280,909,34915,9965,91547,49156,42391,0,566815,471930,32050,104656,427482,0,17813,343379,0,336663,215042,94391,3929,15215,8086,3488,3228,2723263,ND,ND,ND,ND,459401,445468,13933,51959,519863,523.8423479407905,378501,63.76976899735992
1965:Q4,3155924,930933,696286,605593,90693,5257,1522,227868,2224991,91520,288514,352,0,71438,24774,1132,36531,9001,92289,49678,42611,0,601439,485039,34410,105876,435926,0,18188,352779,0,345859,219449,97489,4707,15956,8258,3617,3303,2803145,ND,ND,ND,ND,476286,461790,14496,53799,531956,526.9505574845925,386144,63.76295630894017
1966:Q1,3166214,935818,696079,604127,91952,5366,1573,232800,2230396,89949,294109,332,0,78025,28787,1843,37666,9729,92113,49513,42600,0,581368,487742,35326,107049,445818,0,18565,355957,0,348845,223358,97096,3546,16409,8436,3727,3385,2810257,ND,ND,ND,ND,474433,459881,14552,54565,541375,519.096154938698,380769,63.02797259516625
1966:Q2,3208152,971316,726016,630518,95498,5501,1626,238173,2236836,88870,299561,216,0,79074,25623,4946,38778,9727,93987,50560,43427,0,555687,501720,34547,108190,456039,0,18945,365653,0,358361,227232,100205,5292,17016,8616,3817,3475,2842499,ND,ND,ND,ND,496393,481061,15332,56653,547242,519.4226308579821,403286,63.96106058827821
1966:Q3,3183356,979816,728570,631432,97138,5636,1681,243929,2203540,91803,301554,164,0,84603,28546,5724,39058,11275,94629,50639,43990,0,497826,507724,31301,109347,465258,0,19331,369544,0,362089,230272,100989,4707,17321,8800,3887,3568,2813812,ND,ND,ND,ND,497427,481954,15473,57638,558165,504.1183317367505,401160,63.53178172788202
1966:Q4,3278452,1005985,748935,648979,99956,5795,1738,249517,2272467,93353,307135,135,0,86024,27902,5850,41151,11121,95730,51113,44617,0,531716,518534,33850,110568,475695,0,19728,376015,0,368389,232742,103422,5378,17891,8956,3967,3659,2902437,ND,ND,ND,ND,512151,496122,16029,59260,569061,510.0397596862658,416237,64.13720628864723
1967:Q1,3384891,1013799,753320,651709,101611,5920,1795,252764,2371092,92714,317399,99,0,84641,27027,5837,39687,12090,96510,51551,44959,0,599333,522810,38226,111833,487192,0,20335,375805,0,368002,234221,101348,4488,18796,9149,4067,3736,3009086,ND,ND,ND,ND,517546,501353,16193,60280,579322,519.4150744865849,417488,64.06049325695979
1967:Q2,3433386,1028915,762765,659242,103523,6047,1854,258249,2404471,93542,328252,83,0,80255,24029,5716,38330,12180,97376,52032,45344,0,605033,528320,39284,113070,498505,0,20750,383139,0,375096,237076,104131,5045,19647,9197,4236,3807,3050247,ND,ND,ND,ND,524100,507710,16390,61360,586696,519.9024571362373,422166,64.03809223320116
1967:Q3,3526005,1047817,774483,668871,105612,6175,1917,265242,2478188,97391,335860,44,0,84437,26253,5625,39262,13297,98440,52563,45877,0,641200,533653,42006,114312,509672,0,21173,389200,0,380909,241547,105544,3532,20891,9395,4415,3876,3136805,ND,ND,ND,ND,532259,515618,16641,62544,597752,524.7668816961832,427324,63.88735645587864
1967:Q4,3614917,1074444,794221,685689,108532,6317,1984,271922,2540473,103731,342144,25,0,87305,27721,6265,38208,15111,100037,53430,46607,0,663676,543199,42973,115533,520252,0,21599,410854,0,402313,245974,108567,13404,22426,11942,4594,3947,3204063,ND,ND,ND,ND,547833,530712,17121,64184,607280,527.6089001526298,439715,64.12746886708113
1968:Q1,3629487,1104944,817753,706181,111572,6435,2050,278706,2524543,99805,350920,0,0,90165,32074,5670,37137,15284,100278,52966,47312,0,614634,556274,40523,116735,533152,0,22057,402456,0,393692,249378,107272,4976,22257,9809,4733,4031,3227031,ND,ND,ND,ND,562603,544976,17627,65936,623954,517.1905075846277,456803,64.68639059957717
1968:Q2,3780539,1130409,836122,721691,114431,6573,2120,285594,2650130,101539,356638,0,0,91551,30503,6475,38066,16507,103108,55351,47757,0,697727,564496,45972,117919,548655,0,22525,415170,0,406256,253675,111404,6276,24930,9971,4793,4121,3365369,ND,ND,ND,ND,572731,554742,17989,67617,640688,525.2743124384792,468016,64.849914991319
1968:Q3,3849847,1152240,849479,732574,116905,6714,2195,293852,2697607,105852,364408,0,0,92165,31806,5982,37621,16756,105564,56829,48735,0,705275,571553,48300,119108,562373,0,23009,422768,0,413573,258183,114160,5424,25654,10152,4982,4213,3427079,ND,ND,ND,ND,578138,559935,18203,68998,649389,527.738996148911,474391,64.75673447324093
1968:Q4,4031835,1200814,889605,768164,121441,6876,2274,302059,2831021,112659,372312,0,0,90473,29817,6120,36490,18046,105878,56796,49082,0,791494,588296,49529,120321,576542,0,23517,436130,0,426687,262934,119324,6808,27320,10301,5141,4302,3595705,ND,ND,ND,ND,606687,587540,19147,71603,661666,543.4320207056335,505230,65.77111137725798
1969:Q1,4048863,1233241,914582,789668,124914,7036,2344,309279,2815622,105257,377319,0,0,101511,37157,5981,40035,18338,100691,53370,47321,0,745190,599732,48554,121558,591689,0,24122,434905,0,425235,264857,118884,4866,26142,10486,5280,4390,3613958,ND,ND,ND,ND,621332,601669,19663,73430,669756,539.5932862229461,524811,66.4597020520016
1969:Q2,4067872,1259294,932881,804195,128686,7208,2417,316788,2808578,106702,382216,0,0,99897,30483,7983,42266,19165,102168,55130,47038,0,707585,608672,46190,122811,607673,0,24664,446316,0,436389,269738,123675,5892,26400,10684,5449,4478,3621556,ND,ND,ND,ND,632420,612354,20066,75472,684950,528.732876138265,534457,66.45863254558907
1969:Q3,4095198,1278066,945017,812973,132044,7409,2491,323149,2817132,105362,380750,0,0,114569,39061,9209,45302,20997,99453,52024,47429,0,686177,612640,46004,124080,623045,0,25052,452164,0,441988,274512,125813,5043,25754,10866,5608,4568,3643034,ND,ND,ND,ND,636891,616629,20262,77414,707480,514.9310432911062,538461,66.2335649523416
1969:Q4,4124086,1308558,968674,832441,136233,7605,2568,329711,2815528,110925,381127,0,0,121674,41065,11305,47244,22060,103989,54752,49237,0,638984,623254,45578,125359,638886,0,25752,463762,0,453267,278689,129231,7557,26775,11015,5807,4688,3660324,ND,ND,ND,ND,648150,627482,20668,79787,721137,507.5767650084086,553752,66.5214711913517
1970:Q1,4144664,1318182,973544,834315,139229,7805,2644,334189,2826482,106909,382156,0,0,130275,46525,14195,48079,21476,100337,53228,47109,0,614908,632621,46279,126700,659903,0,26393,456221,0,445463,275814,126663,5199,26458,11329,5966,4792,3688443,ND,ND,ND,ND,653725,632854,20871,81607,737168,500.35308070653974,558501,66.94126319195988
1970:Q2,4087695,1356658,1006440,861308,145132,7995,2718,339505,2731037,113195,390277,0,0,122876,36944,14982,48227,22723,101115,53146,47969,0,485261,650384,37027,127975,675845,0,27083,462779,0,451795,278674,129421,5751,26434,11515,6085,4899,3624916,ND,ND,ND,ND,684395,662520,21875,85190,754520,480.4268064903283,582634,67.64525582021761
1970:Q3,4222324,1362718,1005793,859007,146786,8169,2791,345965,2859606,117103,408150,0,0,124805,34066,15735,48542,26462,103437,53607,49830,0,564921,645874,41919,129291,696324,0,27782,469717,0,458425,282347,131424,5633,27288,11733,6284,5008,3752607,ND,ND,ND,ND,671774,650279,21495,86462,774022,484.8191384042224,576660,67.13100126075805
1970:Q4,4354328,1390677,1025204,874469,150735,8354,2862,354257,2963651,118500,423312,0,0,123668,30777,15943,47144,29804,105936,55828,50108,0,617731,654573,44501,130699,716279,0,28452,478718,0,467157,286015,133660,7493,28088,11901,6443,5118,3875610,ND,ND,ND,ND,684139,662218,21921,88917,782186,495.4843946552371,588454,67.29272278376935
1971:Q1,4520651,1426998,1051931,896384,155547,8579,2936,363552,3093653,118783,446974,0,0,119817,26723,14951,46097,32046,105053,55693,49360,0,677526,674658,50329,132198,739207,0,29108,481470,0,469632,289592,134072,5154,28635,12179,6632,5206,4039181,ND,ND,ND,ND,707349,684637,22712,91916,805328,501.557274758777,606792,67.69331000999571
1971:Q2,4608499,1460893,1078498,917847,160651,8773,3007,370615,3147606,124397,462553,0,0,117233,22929,13112,46375,34817,105296,55505,49791,0,673299,689708,50571,133782,761040,0,29728,495120,0,483057,295363,138912,6879,29794,12109,6781,5282,4113379,ND,ND,ND,ND,727750,704338,23412,95170,826350,497.77690757511914,622484,67.8200179332721
1971:Q3,4681387,1490696,1104238,938482,165756,8921,3077,374460,3190691,126293,475713,0,0,122312,24528,13937,46564,37283,103970,55336,48634,0,658901,705139,49798,135412,782805,0,30348,507864,0,495408,302822,143465,6040,30737,12344,7100,5356,4173523,ND,ND,ND,ND,747558,723464,24094,98459,838808,497.55399077857146,635660,67.7327854982834
1971:Q4,4818473,1517841,1127739,957235,170504,9063,3143,377896,3300632,131844,490887,0,0,117695,19672,14615,45970,37438,105466,58125,47341,0,707587,720883,53006,137050,805219,0,30995,524058,0,511303,309454,149243,8094,32037,12475,7319,5436,4294415,ND,ND,ND,ND,766012,741278,24734,101360,853832,502.9577989192287,647781,67.67209723840018
1972:Q1,4984764,1570853,1171254,994999,176255,9454,3215,386930,3413911,130583,511155,0,0,118766,21572,12831,46559,37804,105057,57397,47660,0,748641,742587,55084,138719,831638,0,31681,531304,0,518270,316038,148847,6401,34295,12689,7478,5556,4453460,ND,ND,ND,ND,785086,759646,25440,104595,866754,513.8090141989979,678961,68.2373550124171
1972:Q2,5069698,1600621,1192509,1011650,180859,9833,3292,394987,3469077,130848,529177,0,0,116026,19190,11668,46909,38259,106601,58425,48176,0,744860,756529,54180,140425,858047,0,32384,551242,0,537894,324462,156222,8386,35949,12875,7647,5701,4518456,ND,ND,ND,ND,796432,770515,25917,107160,880815,512.9858683080472,687188,67.92744526268967
1972:Q3,5210151,1649560,1232534,1046653,185881,10196,3371,403459,3560591,135012,548894,0,0,116679,19677,10943,47181,38878,105819,57435,48384,0,764315,776759,53712,142160,884124,0,33117,566693,0,553018,334408,161529,7181,36811,13089,7826,5849,4643458,ND,ND,ND,ND,818445,791728,26717,109824,905843,512.6118156926746,712245,68.0497738983216
1972:Q4,5475168,1714199,1290675,1098624,192051,10558,3458,409508,3760969,143997,564036,0,0,114853,19666,8898,47684,38605,108660,60400,48260,0,882122,802058,56383,143924,911037,0,33898,585391,0,571260,343552,168757,8616,37093,13242,8155,5976,4889777,ND,ND,ND,ND,853184,825257,27927,113257,949861,514.7886738671281,755072,68.72888267505535
1973:Q1,5512851,1758656,1322715,1125134,197581,11001,3553,421387,3754195,140820,588222,0,0,120345,22339,8537,50607,38862,106699,58868,47831,0,812281,829889,50224,145728,925340,0,34647,597513,61,583170,351550,171528,10062,36512,13518,8195,6087,4915338,ND,ND,ND,ND,875858,847209,28649,115711,968678,507.42740180423914,773584,68.7548327576982
1973:Q2,5571543,1819083,1369699,1164853,204846,11537,3668,434179,3752460,143495,603169,0,0,121039,22369,8472,51521,38677,109114,60899,48215,0,744351,863380,45290,147582,939629,0,35411,616421,144,601598,361814,180398,10434,35401,13551,8494,6185,4955122,ND,ND,ND,ND,908965,879250,29715,119017,995679,497.66256783193035,803039,68.9390850175945
1973:Q3,5773155,1891184,1430284,1216897,213387,12057,3806,445037,3881971,143080,617036,0,0,131476,27179,9481,54174,40642,108140,60533,47607,0,785638,904992,49090,149445,956899,0,36176,635514,255,620308,372134,186695,12058,35633,13788,8673,6278,5137641,ND,ND,ND,ND,950897,919832,31065,123217,1018430,504.4668194988033,844763,69.41943319771518
1973:Q4,5752964,1943148,1472632,1251410,221222,12517,3967,454032,3809816,152350,626550,0,0,133185,28126,8332,55136,41591,111158,63927,47231,0,647173,938099,43695,151271,969401,0,36934,651927,400,636269,382218,192980,11894,35323,13854,8882,6376,5101037,ND,ND,ND,ND,977503,945589,31914,127127,1050700,485.48938872058176,869192,69.45701248991139
1974:Q1,5788000,1944362,1462386,1234864,227522,13193,4139,464644,3843638,148134,648423,0,263,140679,34857,5738,56629,43455,110372,62201,48171,0,612434,957696,41490,153053,993426,0,37667,656176,578,639927,389858,190460,10248,35216,14145,9141,6530,5131824,ND,ND,ND,ND,1005637,972775,32862,130499,1064035,482.298378386509,845006,68.42907397089883
1974:Q2,5791548,1962169,1461485,1224908,236577,14046,4306,482332,3829379,146991,665689,0,570,140069,28899,6970,57899,46301,114019,65069,48950,0,537817,977979,37557,154785,1015519,0,38384,676967,787,659896,400439,196777,12890,35614,14176,9569,6715,5114581,ND,ND,ND,ND,1034456,1000620,33836,136197,1083985,471.8313712268661,824469,67.30864685347797
1974:Q3,5769846,2002021,1475406,1228579,246827,15167,4466,506982,3767825,149091,672283,0,1386,129895,7251,11510,62394,48740,140979,91041,49938,0,395668,1020045,29123,156539,1033712,0,39103,695386,1028,677702,411381,201241,14225,36432,14423,9748,6908,5074460,ND,ND,ND,ND,1072430,1037327,35103,142567,1114191,455.43894061089844,817198,66.51570635669339
1974:Q4,5921640,2064417,1517696,1261141,256555,16435,4615,525671,3857223,157533,682996,0,2379,138999,7806,13669,62164,55360,142474,91880,50594,0,391408,1051038,31813,158390,1060356,0,39837,708576,1300,690163,419339,201926,17466,36967,14465,10027,7086,5213064,ND,ND,ND,ND,1104527,1068344,36183,148620,1140869,456.9379575381152,841802,66.74923739692865
1975:Q1,6174346,2142403,1582858,1320641,262217,17398,4768,537379,4031943,144896,711073,0,3620,136306,3257,11529,62603,58917,138099,93397,44702,0,485182,1079881,37436,161437,1093315,0,40699,707900,1603,688965,424313,195912,16443,37620,14677,10074,7258,5466446,ND,ND,ND,ND,1134709,1097631,37078,152211,1160434,471.0691409215343,896328,67.87067795108588
1975:Q2,6421762,2216133,1642027,1376129,265898,18153,4903,551050,4205629,154820,729697,0,3661,134888,5750,8769,63059,57310,141633,94526,47107,0,556835,1109653,42283,163786,1126810,0,41563,721930,1937,702385,434575,195933,18878,38305,14694,10177,7431,5699832,ND,ND,ND,ND,1156953,1119249,37704,154186,1228887,463.8206701134611,941554,68.42047511534166
1975:Q3,6437558,2228768,1642336,1374568,267768,18651,5025,562756,4208790,157040,744917,0,3708,150147,15454,7681,65177,61835,141151,91676,49475,0,486024,1128208,36835,165845,1152352,0,42562,742013,2303,721757,446324,201183,20117,39157,14976,10357,7596,5695545,ND,ND,ND,ND,1170833,1132796,38037,154775,1233647,461.6835131735786,928244,67.52987120317074
1975:Q4,6628196,2286518,1684206,1413658,270548,19180,5136,577996,4341678,158857,765194,0,3645,160803,20583,7584,66809,65827,146407,95926,50481,0,523873,1149591,38749,168615,1182138,0,43806,765731,2700,744767,459087,206996,23548,40149,14987,10520,7744,5862465,ND,ND,ND,ND,1196106,1157381,38725,155835,1264165,463.7420800175323,954571,67.52488932966814
1976:Q1,6838047,2335041,1717934,1444386,273548,19842,5250,592015,4503006,154281,793835,0,3557,157990,18383,6963,69757,62887,148556,97200,51356,0,610222,1169742,42619,170603,1206466,0,45136,775261,3131,753571,469994,204908,21579,41915,15175,10657,7902,6062786,ND,ND,ND,ND,1216158,1177157,39001,157227,1293610,468.6718691225974,974392,67.46063725347656
1976:Q2,7041867,2420317,1789837,1510149,279688,20418,5419,604643,4621550,160004,817141,0,3341,161421,14604,7584,73874,65359,149373,97274,52099,0,629097,1212595,42441,173063,1226453,0,46621,802013,3575,779794,483990,213148,23638,43672,15346,10599,8045,6239854,ND,ND,ND,ND,1265688,1225483,40205,160502,1311899,475.63525554215113,1026159,67.95084458553427
1976:Q3,7182599,2471455,1826561,1541764,284797,21082,5572,618240,4711144,161997,837266,0,3322,165644,14297,6993,74962,69392,150101,97173,52928,0,640103,1241278,40957,175284,1247028,0,48164,827173,4082,804208,501121,220688,22208,44704,15487,10687,8196,6355426,ND,ND,ND,ND,1299736,1258832,40904,163316,1342259,473.4873420699129,1040643,67.49690614127714
1976:Q4,7378956,2543119,1880025,1589977,290048,21838,5735,635521,4835837,169708,856844,0,3099,167885,6214,11611,72859,77201,156853,104014,52839,0,664031,1279516,41436,177810,1268980,0,49675,855307,4700,831551,517073,228961,24073,45896,15548,10681,8375,6523649,ND,ND,ND,ND,1339461,1297729,41732,166031,1372140,475.43607985247763,1072904,67.47921510814308
1977:Q1,7505290,2630011,1949358,1650002,299356,22450,5882,652321,4875279,169573,892047,0,2939,168855,9660,7418,73367,78410,152609,98981,53628,0,608789,1314418,37826,180110,1296706,0,51407,872087,5453,847264,531310,229155,24587,46514,15698,10788,8582,6633203,ND,ND,ND,ND,1387261,1344334,42927,171544,1400016,473.7948053437006,1118692,67.79943297038427
1977:Q2,7723839,2742979,2047570,1740633,306937,23059,6053,666297,4980860,172912,912466,0,3017,164767,1110,7507,77953,78197,155173,100720,54453,0,622067,1347785,40651,182542,1326185,0,53295,910820,6363,884811,554091,242048,24636,48103,15933,10828,8818,6813019,ND,ND,ND,ND,1442353,1398072,44281,174937,1437330,474.0052336772204,1186542,68.16727018274386
1977:Q3,7901991,2839343,2125108,1809353,315755,23729,6239,684267,5062648,180829,938050,0,2956,167565,4084,7832,76821,78828,154647,99352,55295,0,591498,1392180,40413,184977,1354320,0,55213,949004,7291,921787,579911,252953,24160,48680,16083,10866,9060,6952987,ND,ND,ND,ND,1508295,1462355,45940,179229,1479197,470.0514420551001,1229442,67.94926142107151
1977:Q4,8097133,2947334,2211304,1886806,324498,24480,6434,705116,5149799,184665,958246,0,3197,171973,3645,8260,78817,81251,161926,106548,55378,0,559025,1443282,40355,187791,1382302,0,57037,986838,8100,958399,602997,264892,24474,49728,16308,11055,9284,7110295,ND,ND,ND,ND,1573197,1525650,47547,183364,1528880,465.06561029138203,1283809,68.04138846283084
1978:Q1,8293533,3042463,2286391,1953165,333226,25249,6657,724166,5251070,184363,987664,0,4734,177279,4633,8452,84708,79486,162192,105771,56421,0,525569,1505372,39400,190447,1415229,0,58821,1009747,8808,980137,621021,266971,23380,52193,16572,11268,9534,7283786,ND,ND,ND,ND,1634966,1586038,48928,187407,1566088,465.0943278180399,1332144,68.20437597438004
1978:Q2,8591240,3172605,2392252,2047892,344360,26115,6894,747344,5418635,191103,1006749,0,6050,180140,1049,8340,92098,78653,165449,106431,59018,0,559106,1562983,41664,193515,1451323,0,60553,1060106,9431,1029354,648036,284526,24417,55477,16898,11531,9790,7531134,ND,ND,ND,ND,1701946,1651526,50420,192923,1615146,466.2819349072218,1399856,68.35594845821947
1978:Q3,8885193,3288652,2483986,2129042,354944,27005,7164,770497,5596541,198214,1030747,0,7215,186829,5711,8388,97663,75067,170569,108948,61621,0,594913,1616962,43683,196379,1488737,0,62293,1107675,10039,1075893,678951,298022,23817,58223,16880,11684,10059,7777518,ND,ND,ND,ND,1766105,1714305,51800,198064,1656310,469.5689674924326,1450091,68.11002319353024
1978:Q4,9110226,3407984,2577511,2210877,366634,27912,7463,795098,5702242,201337,1048950,0,8928,187727,-3453,9657,104168,77355,186139,123694,62445,0,567841,1675017,41080,199349,1521778,0,64095,1150198,10700,1117311,708641,311305,24471,55754,17140,11838,10349,7960028,ND,ND,ND,ND,1831729,1778531,53198,203983,1698742,468.583683298239,1502236,67.94751585004502
1979:Q1,9452918,3561950,2704236,2324853,379383,28853,7779,821082,5890968,195195,1070963,0,15693,199668,2465,11425,109320,76458,182671,117863,64808,0,602005,1750402,42476,201981,1563938,0,65976,1177742,11398,1143602,733605,313819,22925,56035,17218,12077,10665,8275176,ND,ND,ND,ND,1890744,1836201,54543,210754,1751557,472.4468668824268,1591248,68.44510169030042
1979:Q2,9776574,3717513,2832579,2438382,394197,29758,8116,847060,6059061,206801,1082553,0,22681,214404,9935,11300,116924,76245,184391,116325,68066,0,613786,1816155,43252,204874,1602268,0,67896,1225297,12118,1189950,763421,327319,21881,60075,17254,12219,11010,8551277,ND,ND,ND,ND,1978009,1921317,56692,218332,1783199,479.5469994745995,1674961,68.69149296541724
1979:Q3,10108928,3845262,2937035,2527395,409640,30635,8482,869110,6263666,220038,1103342,0,29822,219897,15999,12373,121212,70313,190606,119428,71178,0,652390,1883999,44837,207470,1641416,0,69849,1275704,12854,1239235,795927,341528,21675,62614,17491,12255,11360,8833224,ND,ND,ND,ND,2063653,2004873,58780,226306,1836048,481.0998460323791,1731468,68.50800923480502
1979:Q4,10427331,3961948,3025997,2603271,422726,31525,8850,895576,6465383,221039,1115447,0,39459,258430,44751,12405,123569,77705,197359,125748,71611,0,684612,1944220,38388,210280,1684319,0,71830,1321171,13600,1283296,826724,354616,22486,61871,17599,12583,11692,9106160,ND,ND,ND,ND,2135421,2074957,60464,232381,1884378,483.24485532924405,1776547,68.24287598179367
1980:Q1,10654130,4113142,3142501,2709296,433205,32849,9252,928540,6540988,211672,1140176,0,54525,269806,57144,18949,123903,69810,194898,113902,80996,0,625258,1994158,39456,212738,1724350,0,73951,1350185,14339,1311003,856228,349662,22115,65448,17550,12840,12003,9303945,ND,ND,ND,ND,2208590,2146302,62288,238041,1948375,477.5233370159594,1853068,68.3966609776119
1980:Q2,11018371,4223728,3229277,2784958,444319,34074,9621,950756,6794643,216035,1159218,0,69928,272982,58556,17399,126511,70516,193876,110934,82942,0,715648,2051922,44130,215426,1779887,0,75590,1368434,15056,1328078,873960,345637,22715,67904,17862,13012,12288,9649937,ND,ND,ND,ND,2272189,2208306,63883,244462,1978594,487.71686401691613,1910998,68.61855726370021
1980:Q3,11446162,4369625,3354028,2898047,455981,35214,9989,970394,7076537,234910,1190354,0,70003,279196,62780,16719,128655,71042,201148,114311,86837,0,806795,2116174,49129,217843,1833785,0,77200,1404433,15820,1362670,901374,350336,21851,70792,18317,13356,12587,10041729,ND,ND,ND,ND,2336619,2271137,65482,251264,2047035,490.549921433246,1996673,68.8971917984767
1980:Q4,11812726,4451130,3413722,2943161,470561,36150,10389,990869,7361596,238699,1239537,0,64366,293025,76561,18565,129980,67919,206057,118802,87255,0,896643,2187652,52060,220528,1884123,0,78906,1446883,16700,1403487,926526,358044,23844,76832,18241,13757,12939,10365843,ND,ND,ND,ND,2405706,2338531,67175,260753,2125789,487.6233080888478,2016635,68.51935724888989
1981:Q1,12013736,4514682,3458906,2976773,482133,37243,10750,1007783,7499054,241672,1242638,0,98522,289918,70388,14183,142831,62516,198549,109170,89379,0,899135,2239467,52359,222820,1933066,0,80908,1456128,17634,1411217,940590,353902,22230,76061,18434,13919,13358,10557608,ND,ND,ND,ND,2466147,2397389,68758,267757,2177067,484.9464001289096,2036183,68.40236054277568
1981:Q2,12338107,4715758,3637211,3145246,491965,38344,11185,1029018,7622349,249611,1263473,0,108564,295043,66681,14166,150846,63350,201473,105837,95636,0,879520,2281103,53153,225469,1981973,0,82967,1493528,18563,1446896,964154,361610,23855,78570,18707,14210,13859,10844579,ND,ND,ND,ND,2507785,2437969,69816,273164,2215467,489.4940449719995,2181092,69.3456728026997
1981:Q3,12475330,4842006,3743288,3243369,499919,39224,11567,1047927,7633324,259581,1288576,0,137398,315671,80979,13443,159179,62070,200749,101111,99638,0,734663,2308707,48742,227675,2026635,0,84927,1524516,19660,1476133,981849,371928,23464,79902,18990,14378,14345,10950814,ND,ND,ND,ND,2539500,2468889,70611,277194,2300120,476.09751900022263,2261520,69.72749631633035
1981:Q4,12821551,4916768,3803851,3292960,510891,40085,12053,1060779,7904783,284890,1336755,0,154610,326314,80947,14503,159290,71574,207001,105594,101407,0,795965,2345339,52640,230103,2084376,0,86791,1555995,21100,1505450,998261,377882,26284,83987,19036,14723,14722,11265556,38000,ND,ND,ND,2581167,2509469,71698,283309,2337014,482.04915445184923,2294699,69.68499465526456
1982:Q1,12971188,5030489,3903891,3379724,524167,40830,12379,1073389,7940699,278757,1385026,0,164885,341919,85359,14032,171865,70663,207176,101300,105876,0,674492,2378745,49981,232020,2139456,0,88241,1560063,22860,1507329,1007909,373537,24266,81708,19909,14873,15001,11411125,45500,ND,ND,ND,2616073,2543313,72760,292168,2372184,481.0387753829463,2371815,70.17777191273606
1982:Q2,13135794,5075194,3935371,3402543,532828,41669,12713,1085441,8060600,280294,1425819,0,175381,359863,92193,13880,189001,64789,210879,102137,108742,0,645931,2389922,50031,234054,2198868,0,89558,1584275,24914,1529136,1019260,380887,25267,83431,20291,15031,15194,11551519,53000,ND,ND,ND,2653490,2579597,73893,297694,2409803,479.3553233765659,2383283,70.04416990468599
1982:Q3,13364841,5096982,3948646,3409839,538807,42230,13032,1093074,8267859,293329,1448867,0,201364,394732,112976,13848,199607,68301,204357,99829,104528,0,686458,2384818,55666,235699,2271462,0,91108,1594249,27186,1536463,1017736,386815,24622,86833,20457,15251,15349,11770592,60500,ND,ND,ND,2672374,2597865,74509,300965,2460346,478.4120670191587,2392103,70.1529603010582
1982:Q4,13719768,5148139,3989640,3447373,542267,42670,13405,1102424,8571629,305157,1510402,2427,186712,393597,104412,14634,201436,73115,217282,106394,110888,0,837851,2388484,65110,237912,2331384,0,95310,1628952,29600,1568287,1031175,396718,26881,92616,20897,15550,15515,12090816,68000,ND,ND,ND,2683834,2608923,74911,302007,2496537,484.3034900649654,2416198,70.0880931654335
1983:Q1,14053363,5221901,4047656,3500620,547036,43250,13682,1117313,8831462,310556,1584354,2536,164329,410364,113922,13772,212809,69861,208932,99208,109724,0,916878,2410897,76160,239825,2408222,0,98409,1622139,32309,1558038,1026258,391910,23251,94186,22433,16127,15665,12431224,77750,ND,ND,ND,2707675,2632293,75382,303098,2542271,488.9810561162466,2474362,70.68353605932664
1983:Q2,14402188,5290283,4100094,3548174,551920,43777,13933,1132479,9111905,317506,1629330,2490,150654,440976,130689,13570,230972,65745,211348,99991,111357,0,1022313,2406290,92057,242193,2494575,0,102174,1673239,35463,1605307,1053751,403838,23371,100633,23714,16659,15810,12728949,87500,ND,ND,ND,2727173,2651477,75696,306152,2583834,492.6380480829511,2494423,70.30159738502114
1983:Q3,14619300,5365336,4154821,3594626,560195,44367,14299,1151849,9253964,317164,1685427,2601,150913,482702,147933,15265,245528,73976,212501,101829,110672,0,988741,2415706,95017,244236,2552166,0,106790,1731052,38535,1659307,1087568,420612,23017,102153,25957,17260,15950,12888248,97250,ND,ND,ND,2757365,2681079,76286,311624,2656772,485.10929545267413,2507058,69.74461320871768
1983:Q4,14784812,5444411,4209413,3639466,569947,45262,14644,1175092,9340401,315392,1728457,6937,149944,476016,148029,15982,246846,65159,215849,104536,111313,0,930005,2446925,98040,246680,2614619,0,111538,1793652,41000,1718572,1116384,444878,25965,102953,28392,17981,16099,12991160,107000,ND,ND,ND,2797853,2720724,77129,317342,2732466,475.43720768442734,2523082,69.3256098559514
