date,FL152000005.Q,LM152010005.Q,LM155035005.Q,LM155035015.Q,LM165035005.Q,LM165015205.Q,LM165013765.Q,LM155111005.Q,FL154090005.Q,FL153020005.Q,FL153030005.Q,LM153030505.Q,FL153034005.Q,LM154022005.Q,LM153061105.Q,LM153061705.Q,LM153062005.Q,LM153063005.Q,FL154023005.Q,FL153069005.Q,FL153065005.Q,FL163066223.Q,LM153064105.Q,LM153081115.Q,LM153064205.Q,FL153040005.Q,FL153050005.Q,FL163070005.Q,FL153090005.Q,FL154190005.Q,FL163162003.Q,FL154123005.Q,FL153165105.Q,FL153166000.Q,FL153168005.Q,FL153169005.Q,FL163165505.Q,FL163170005.Q,FL543077073.Q,FL152090005.Q,FL893131573.Q,FL154023205.Q,LM154023223.Q,FL154023213.Q,LM155012605.Q,LM155012665.Q,LM165012665.Q,LM165013665.Q,FA156012005.Q,FL152090006.Q,FL155035065.Q,FL155035066.Q
2018:Q2,121983269,37107078,31065958,27762194,3303764,471099,189121,5380900,84876191,1292898,9106927,42428,1659153,3644256,952199,634626,1866893,190538,1253886,1135188,85365,33333,18320537,11255945,8868611,1706956,26241757,262698,1220139,15600915,220193,14986790,9971145,3858194,319179,580791,257481,358168,35764,106382354,9540000,328995,304698,24297,17928157,17635691,292466,1894616,15349067,693.086775893284,17791049,64.08372839697036
2018:Q3,124206061,37545075,31456007,28118906,3337101,479696,191655,5417717,86660986,1106959,9153851,41778,1657997,3876217,1120266,716256,1847999,191696,1253810,1137837,83769,32204,19144529,11368321,9201377,1727020,26630912,264082,1234133,15770266,217554,15155879,10065087,3934579,316198,583419,256596,360222,36611,108435795,9910000,333762,310370,23392,18094759,17799346,295413,1925088,15563067,696.7508075368435,18053819,64.20526815659187
2018:Q4,120454138,37844504,31693427,28386520,3306907,485525,193947,5471605,82609634,1163695,9267521,41837,1826258,4082626,1252125,763572,1874577,192352,1224701,1111080,82346,31275,16530318,11333265,8059830,1709872,25850451,265466,1253794,15898396,217272,15283470,10124023,4007042,339030,557664,255711,362276,35378,104555742,9135000,311328,288823,22505,18209742,17912468,297274,1975161,15770966,662.9634636838352,18262497,64.33510342232861
2019:Q1,126742158,38559303,32319068,28879396,3439672,494725,197578,5547932,88182855,1247316,9448387,40927,1946472,4283463,1430854,757575,1897013,198021,1224337,1112340,81717,30280,19340354,11545921,9071867,1741891,26770909,265176,1255835,15929750,216050,15302449,10150272,3994481,324827,552235,280634,374413,36838,110812408,9948000,339422,315847,23575,18365912,18066870,299042,2004585,15997304,692.6942674215605,18729124,64.85289373780532
2019:Q2,129247918,39159712,32868835,29259633,3609202,503354,200926,5586597,90088206,1131596,9455555,39550,1907539,4541237,1589087,843886,1904903,203361,1236672,1126293,81049,29330,19857165,11950521,9474151,1756225,27209539,264886,1263570,16136572,216397,15497482,10237003,4052121,339072,563729,305557,386550,36143,113111346,10267000,352501,328008,24493,18492766,18192441,300325,2037117,16074939,703.6502346914039,19022630,65.01322145769907
2019:Q3,130132974,39479840,33141692,29543803,3597889,509940,203485,5624723,90653134,935871,9663174,39431,2149799,4548635,1617460,825546,1897597,208032,1270614,1161754,80433,28427,19813775,12052341,9432907,1771504,27442672,264596,1267815,16335019,216005,15683310,10323578,4124158,336950,568144,330480,398687,37017,113797955,10396000,350839,326252,24587,18706481,18403462,303019,2062465,16222057,701.5013875860503,19220225,65.05670580053624
2019:Q4,133764378,39864149,33473170,29887511,3585659,514573,205063,5671343,93900229,1198803,9844728,40637,2271791,4436910,1474984,848274,1901818,211834,1262542,1155273,79997,27272,21265655,12106327,10050424,1786248,28075372,264306,1296486,16523901,215407,15860774,10387883,4192191,350162,575135,355403,410824,36896,117240477,10949000,371416,346269,25147,18914074,18608464,305610,2088480,16363691,716.4671876290013,19499628,65.2433988230067
2020:Q1,127639046,40626784,34187790,30533788,3654002,524324,208142,5706528,87012262,1305987,10171074,49995,2733913,4387180,1373854,900974,1884667,227685,1402336,1296500,79710,26126,16390862,12265138,8145017,1786692,26801882,273906,1298281,16583667,212565,15913828,10426003,4147839,383924,592095,363967,417857,39417,111055379,9700000,329856,306156,23700,19154298,18846181,308117,2123341,16521436,672.1896274633754,20107785,65.85421042420285
2020:Q2,135523691,41293159,34853205,31261859,3591346,531410,212940,5695604,94230532,1728770,10691507,43534,2948514,4039934,1241929,547543,1906965,343497,1390473,1286289,79050,25134,20088888,12373563,9428882,1827381,28063118,283506,1322462,16580679,210307,15907018,10483357,4097391,375773,577966,372531,424890,38464,118943012,11050000,373498,348181,25317,19293439,18984414,309025,2132908,18086869,657.6207956791748,20778502,66.46598335690786
2020:Q3,140294228,42325985,35705908,32028196,3677712,538049,216114,5865914,97968243,1954359,10783706,47486,2784793,3895976,1207158,551444,1915791,221583,1346146,1242985,78878,24283,22148607,12783984,10006844,1865988,28694266,293106,1362983,16835526,208991,16156558,10630648,4142706,364722,637387,381095,431923,38054,123458702,11700000,387422,361660,25762,19863976,19547159,316817,2146614,17586022,702.027451475382,21397548,66.8084708860905
2020:Q4,148839916,43561289,36777697,32984223,3793474,543599,221807,6018186,105278627,3181353,10300155,48460,2689384,3949277,1266948,528929,1928252,225148,1374243,1271772,78409,24062,26173518,13121717,11046609,1921752,29792246,302706,1377207,17101740,205919,16419901,10758090,4184853,370694,716605,389659,438956,36964,131738176,12661000,425336,398604,26732,20349669,20026478,323191,2156987,17304892,761.2770790840532,22226133,67.38413392366405
2021:Q1,154059469,45053770,38125153,34271308,3853845,553673,223564,6151380,109005699,3548177,10812918,49811,2781805,3325793,808567,408196,1886246,222784,1375104,1270985,80282,23837,28308011,13449270,11550280,1928514,30177317,312432,1386267,17269193,206504,16577700,10868799,4167219,370337,774273,397072,445899,39090,136790276,12900000,438358,412344,26014,21167826,20834887,332939,2179511,19607748,697.6337927741625,23402509,68.28601056020389
2021:Q2,161300226,47731121,40458607,36469824,3988783,556293,226793,6489428,113569105,3860459,10612514,48533,2769079,3215787,525222,535027,1880628,274910,1396486,1291714,81586,23186,30682222,14200554,12200015,1965588,30902308,322158,1393402,17985379,206495,17287782,11328695,4385185,370783,798634,404485,452842,38260,143314847,13650000,464369,437173,27196,22144132,21798995,345137,2231631,18359155,780.6178813785276,25141129,68.93679826916632
2021:Q3,165063859,50001456,42468473,38181568,4286905,568861,230505,6733617,115062403,3932880,10740014,47733,2706148,3310849,687367,448461,1825258,349763,1441164,1335462,82988,22714,31001212,14993509,12200614,1983294,30955543,331884,1417560,18336942,205517,17633402,11557096,4460187,383966,820255,411898,459785,38238,146726917,13725000,458454,431111,27343,23140704,22782848,357856,2296485,18398833,797.4794779103653,26624472,69.73121690549743
2021:Q4,169285560,51158285,43351863,38903691,4448172,581378,233936,6991108,118127275,4144726,11063807,48228,2802990,2986185,494501,451057,1798612,242015,1459544,1353207,84300,22037,31883137,15484964,12902551,2000338,31576705,341610,1432490,18727161,204942,18017057,11801220,4548530,423036,824960,419311,466728,38434,150558399,14460000,480267,452578,27689,24059548,23690526,369022,2439318,18491864,814.1872476998534,27102471,69.66555178530488
2022:Q1,171491013,55066944,46965116,42542334,4422782,592217,237342,7272269,116424069,4385888,11148244,50311,2779563,3110563,726751,515621,1645386,222805,1564838,1461384,82136,21318,31122285,15912042,11961216,1990075,30604965,349625,1444453,19025406,207013,18303634,12036378,4576982,437627,826422,426225,474566,40193,152465607,13630000,457683,431715,25968,25122048,24738091,383957,2546802,18303323,832.9941322676762,30505956,71.70729278746202
2022:Q2,166145727,57546067,49293810,44823820,4469990,604925,240761,7406571,108599660,4713581,10705740,51467,2837979,3333210,806863,703980,1601828,220539,1525532,1425647,79421,20464,26043028,16571687,10126930,1961562,28904342,357640,1466962,19386736,204492,18660450,12295731,4694143,460806,776631,433139,482404,39390,146758991,12050000,413432,389303,24129,26058568,25661644,396924,2663162,18555594,790.915079301692,32528089,72.5687569689509
2022:Q3,163032857,56460372,48035732,43521594,4514138,614545,243442,7566653,106572485,4860642,10353178,53017,2928606,3843637,1193223,901491,1529701,219222,1464304,1367613,77236,19455,25101551,16552479,9436339,1961249,28159000,365655,1492828,19707220,203745,18973830,12498676,4789406,474730,770965,440053,490242,39403,143325637,11375000,388243,365533,22710,26615131,26210606,404525,2778028,19074878,751.3842919467165,31022918,71.28166767053615
2022:Q4,164221445,55576930,47072043,42594840,4477203,624023,245402,7635462,108644515,4579151,10293782,51653,3095765,4632154,1674897,1121960,1612599,222698,1406414,1312575,74964,18875,26321341,16171171,9837389,1987089,28368484,373670,1526452,19917576,204009,19178526,12642730,4894244,498208,696377,446967,498080,36961,144303869,11950000,411297,387985,23312,26983952,26575068,408884,2843387,19442254,742.2177937804947,29952110,70.31863483933735
2023:Q1,167538117,55599369,46980337,42541521,4438816,638356,248924,7731752,111938748,4592836,9887624,51039,3438355,5355694,2190323,1261654,1677718,225999,1382101,1287978,75188,18935,28100020,15849206,10287071,2028341,29036268,382520,1547672,19958560,204168,19210925,12704705,4886723,475591,688099,455807,505485,37982,147579557,12465000,432538,408456,24082,26796567,26390502,406065,2888010,20146974,732.514751346778,29836816,70.13575278608397
2023:Q2,173087368,58019299,49299782,44760241,4539541,643001,251906,7824610,115068069,4509083,9776778,47804,3627917,5462799,2357471,1189984,1688150,227194,1382630,1288976,74432,19222,29738687,16122651,10736473,2055150,29651782,391370,1564945,20133070,206387,19375795,12800701,4941708,469737,699002,464647,512890,37998,152954298,12955000,450764,426912,23852,26735314,26330160,405154,2884148,20460371,747.5636583031657,31959540,71.40162627810695
2023:Q3,171841630,58473616,49734623,45269460,4465163,651100,255112,7832781,113368014,4248673,9836374,49846,3821086,5521320,2447463,1231170,1615767,226920,1315493,1221466,74525,19502,28740211,16114818,10290586,2042490,29407246,400220,1579651,20318709,206424,19553303,12922241,4962998,469942,724635,473487,520295,38687,151522921,12566000,431469,408612,22857,27084242,26673815,410427,2859605,20666370,733.1859489595898,32347219,71.45483732299877
2023:Q4,175841274,57861946,49086500,44905770,4180730,656963,258044,7860439,117979328,4327898,9871328,50820,4004192,5930267,2621316,1314047,1762245,232659,1339202,1246253,74004,18945,31202940,15598270,11115685,2060475,30453598,409070,1615584,20495465,206146,19722247,13019129,5023696,475198,721897,482327,527700,39372,155345809,13556000,471023,446579,24444,27414470,26999068,415402,2887460,20913482,742.8022222698258,31886641,71.00789274963996
2024:Q1,181788430,59669741,50787534,46703411,4084123,667363,261678,7953166,122118689,4666428,9784593,53196,4062889,5825921,2566130,1255723,1770229,233839,1341257,1249720,73069,18468,33648192,15400291,11930277,2100105,31247165,417788,1640587,20563702,208560,19779005,13052256,4991359,483708,761434,490248,535173,40964,161224728,14307000,496726,472123,24603,27462152,27046609,415543,2880778,21378574,754.1416368556669,33651155,72.05288495951613
2024:Q2,184760655,61468668,52524276,48472768,4051508,674838,266804,8002750,123291987,4575134,9722865,52941,4134793,6030792,2616544,1380988,1798273,234987,1329686,1240069,71933,17684,34251929,15477476,12018515,2112074,31496839,426506,1662437,20726672,212137,19930869,13151937,5016837,482323,781603,498169,542646,41020,164033983,14528000,508291,483676,24615,27795487,27375480,420007,2891223,21568622,760.5213847226771,35320831,72.86736957130239
2024:Q3,189700157,61345213,52329184,48235534,4093650,684190,272389,8059450,128354944,4689894,9810252,53666,4311407,6308892,2825822,1383278,1860296,239496,1398076,1310468,70368,17240,37136426,15560538,12652540,2126514,32179300,435224,1692215,20900279,213814,20096915,13256849,5065018,482731,786227,506090,550119,39431,168799878,ND,527564,502010,25554,28164949,27739936,425013,2902646,21691511,778.1840444921658,34978685,72.51642533904568
